Date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BEL,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SHRIRAMFIN,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
2017-01-24,43.40138244628906,293.1499938964844,1174.4000244140625,973.4500122070312,451.25,2798.949951171875,929.75,312.8800048828125,46.05908966064453,227.46665954589844,285.2479248046875,1574.175048828125,579.9000244140625,309.45001220703125,594.6699829101562,2300.070068359375,703.12060546875,424.3999938964844,633.7750244140625,3134.300048828125,187.14999389648438,860.3499755859375,233.77272033691406,1251.550048828125,472.7749938964844,193.9499969482422,743.3499755859375,946.5333251953125,610.3499755859375,5737.2001953125,143.625,595.7750244140625,201.60000610351562,114.3843994140625,234.82350158691406,919.156005859375,254.89999389648438,641.4000244140625,1159.175048828125,128.4499969482422,541.5499877929688,44.230796813964844,469.8999938964844,364.3500061035156,245.89999389648438,3656.85009765625,90.2812728881836
2017-01-25,43.592098236083984,304.6499938964844,1221.8499755859375,977.7000122070312,463.54998779296875,2849.64990234375,999.8499755859375,316.9700012207031,45.892425537109375,237.06666564941406,280.6064453125,1567.449951171875,585.6500244140625,317.20001220703125,599.260009765625,2299.094970703125,716.04345703125,420.625,645.2999877929688,3247.449951171875,190.75,869.2000122070312,236.31817626953125,1265.4000244140625,468.29998779296875,196.14999389648438,795.2000122070312,966.5,621.9000244140625,5802.5498046875,142.7916717529297,596.594970703125,204.89999389648438,114.2437744140625,232.5376739501953,926.9508056640625,259.20001220703125,635.8499755859375,1176.5,128.35000610351562,548.9000244140625,44.73098373413086,465.6499938964844,372.1499938964844,254.10000610351562,3680.39990234375,88.81877136230469
2017-01-27,50.45785140991211,303.95001220703125,1232.550048828125,969.5999755859375,472.8500061035156,2854.10009765625,995.8499755859375,316.94000244140625,46.69242477416992,234.9166717529297,291.78204345703125,1551.4749755859375,580.1500244140625,317.75,598.9099731445312,2348.264892578125,718.4351806640625,422.1000061035156,645.9500122070312,3215.85009765625,190.75,855.9500122070312,247.27272033691406,1253.3499755859375,471.07501220703125,195.35000610351562,785.0499877929688,959.933349609375,625.8499755859375,5915.89990234375,147.9166717529297,591.4199829101562,204.5,115.05940246582031,234.32061767578125,936.791748046875,266.45001220703125,640.5,1178.9000244140625,129.1999969482422,541.9500122070312,44.71192932128906,467.1000061035156,372.79998779296875,243.9499969482422,3686.300048828125,87.2906494140625
2017-01-30,50.32162857055664,302.6000061035156,1239.5999755859375,973.2000122070312,471.8999938964844,2825.050048828125,1054.800048828125,320.5450134277344,48.02727127075195,234.88333129882812,311.5195617675781,1572.8499755859375,582.25,314.70001220703125,603.4099731445312,2323.43994140625,748.0227661132812,420.125,642.4749755859375,3194.699951171875,191.5,853.5499877929688,246.18182373046875,1239.699951171875,474.67498779296875,196.5,775.5999755859375,961.8666381835938,622.7999877929688,5894.9501953125,146.4166717529297,589.9500122070312,201.85000610351562,115.7062759399414,238.82369995117188,952.9660034179688,263.95001220703125,644.75,1166.449951171875,130.4499969482422,532.2999877929688,44.02119445800781,471.6000061035156,371.45001220703125,242.39999389648438,3693.89990234375,87.3281478881836
2017-01-31,47.48814010620117,293.3500061035156,1230.050048828125,970.7000122070312,466.0,2833.449951171875,1036.9000244140625,324.5849914550781,46.666664123535156,227.21665954589844,313.8177795410156,1565.2249755859375,575.3499755859375,309.20001220703125,603.760009765625,2302.844970703125,702.5033569335938,405.57501220703125,643.3250122070312,3172.35009765625,189.9499969482422,855.4000244140625,244.5,1252.050048828125,464.29998779296875,198.14999389648438,774.1500244140625,964.1666870117188,620.0499877929688,5894.25,143.625,585.1849975585938,202.5500030517578,116.5500259399414,238.91513061523438,930.2636108398438,260.3500061035156,631.5,1114.9000244140625,128.85000610351562,523.5499877929688,44.11647033691406,452.20001220703125,362.04998779296875,238.75,3694.449951171875,85.8750228881836
2017-02-01,49.504276275634766,304.6000061035156,1235.300048828125,991.0,475.6499938964844,2854.14990234375,1066.1500244140625,332.8399963378906,47.52727127075195,230.9166717529297,311.0238952636719,1617.375,572.1500244140625,313.04998779296875,600.239990234375,2402.965087890625,724.9930419921875,406.9750061035156,652.8499755859375,3286.949951171875,198.85000610351562,854.0499877929688,255.4545440673828,1307.75,458.375,197.3000030517578,777.0499877929688,993.5,651.2000122070312,6179.2001953125,142.4166717529297,591.2449951171875,200.1999969482422,115.76252746582031,239.9323272705078,954.6224365234375,270.70001220703125,625.5499877929688,1083.949951171875,130.10000610351562,542.25,45.216880798339844,449.70001220703125,369.95001220703125,239.35000610351562,3779.75,85.5000228881836
2017-02-02,51.1934700012207,304.1499938964844,1230.199951171875,989.0,482.54998779296875,2807.449951171875,1054.1500244140625,346.2099914550781,46.839393615722656,233.96665954589844,318.4141845703125,1615.5,584.3499755859375,320.45001220703125,619.4099731445312,2377.9150390625,734.6755981445312,413.57501220703125,649.3499755859375,3228.75,193.3000030517578,845.2999877929688,259.81817626953125,1284.0,467.95001220703125,193.89999389648438,770.4000244140625,984.3333129882812,632.4749755859375,6144.35009765625,143.7916717529297,599.4299926757812,200.85000610351562,114.7219009399414,238.52655029296875,945.8045043945312,273.29998779296875,641.4000244140625,1103.824951171875,137.64999389648438,531.5,45.440773010253906,461.1000061035156,389.29998779296875,251.5,3721.550048828125,85.43439483642578
2017-02-03,51.52041244506836,303.54998779296875,1265.1500244140625,985.9000244140625,490.70001220703125,2808.10009765625,1047.3499755859375,341.9949951171875,46.798484802246094,232.86666870117188,318.86480712890625,1615.425048828125,607.9000244140625,326.1499938964844,628.9099731445312,2338.590087890625,728.5419921875,415.375,655.5250244140625,3214.0,191.75,849.75,255.9545440673828,1303.199951171875,468.04998779296875,191.64999389648438,765.2999877929688,987.1333618164062,630.3499755859375,6115.4501953125,143.2916717529297,608.8499755859375,200.9499969482422,113.4562759399414,236.27500915527344,939.2276611328125,277.54998779296875,647.25,1116.2750244140625,141.85000610351562,522.5999755859375,45.045387268066406,480.45001220703125,379.75,251.10000610351562,3737.5,85.8281478881836
2017-02-06,52.96439743041992,309.20001220703125,1266.949951171875,992.5,498.29998779296875,2799.39990234375,1073.699951171875,372.19500732421875,46.574241638183594,235.11666870117188,320.171630859375,1642.5,601.5999755859375,325.04998779296875,619.3599853515625,2381.5400390625,729.1978149414062,412.04998779296875,657.0499877929688,3270.449951171875,190.10000610351562,860.5499877929688,263.9090881347656,1317.050048828125,467.625,192.35000610351562,766.7000122070312,989.2000122070312,632.9500122070312,6149.7001953125,144.6666717529297,630.5499877929688,199.0,113.1187744140625,238.10366821289062,939.5686645507812,277.04998779296875,675.1500244140625,1120.375,142.75,525.8499755859375,45.1025505065918,477.5,391.04998779296875,245.0,3754.85009765625,86.45626831054688
2017-02-07,50.04917526245117,303.6499938964844,1257.0,999.2999877929688,493.3999938964844,2769.800048828125,1060.949951171875,369.125,47.425758361816406,238.88333129882812,318.27899169921875,1615.300048828125,597.5499877929688,315.04998779296875,613.02001953125,2378.389892578125,733.209716796875,407.8500061035156,653.5750122070312,3259.800048828125,185.89999389648438,855.25,261.9090881347656,1324.25,471.125,189.0,773.3499755859375,1000.2000122070312,629.4749755859375,6213.2001953125,144.1666717529297,612.8250122070312,193.3000030517578,112.44377899169922,235.64639282226562,925.0995483398438,277.8999938964844,669.5999755859375,1122.300048828125,141.64999389648438,506.79998779296875,45.045387268066406,470.8500061035156,393.45001220703125,257.3999938964844,3696.0,85.9781494140625
2017-02-08,50.185401916503906,305.54998779296875,1236.199951171875,997.7000122070312,487.6000061035156,2781.89990234375,1049.449951171875,366.29998779296875,47.4378776550293,240.1666717529297,317.4228210449219,1616.5,603.2000122070312,321.75,603.0900268554688,2395.93505859375,753.0762329101562,404.25,652.8250122070312,3222.550048828125,189.0,852.9500122070312,259.81817626953125,1319.25,468.25,189.3000030517578,767.5999755859375,1004.566650390625,638.6500244140625,6194.64990234375,143.25,619.3099975585938,194.39999389648438,113.1187744140625,234.33204650878906,930.1661376953125,277.20001220703125,662.2000122070312,1135.4749755859375,146.14999389648438,513.0499877929688,44.84054946899414,474.6000061035156,425.6000061035156,261.6000061035156,3717.89990234375,86.3437728881836
2017-02-09,51.029998779296875,304.79998779296875,1240.699951171875,1002.8499755859375,485.25,2784.300048828125,1040.8499755859375,357.70001220703125,47.404544830322266,242.28334045410156,320.171630859375,1612.9749755859375,587.6500244140625,322.1499938964844,604.6199951171875,2389.324951171875,751.95751953125,409.8500061035156,648.8250122070312,3265.10009765625,183.6999969482422,850.75,259.0909118652344,1304.0,473.0,193.64999389648438,769.6500244140625,993.7999877929688,645.8499755859375,6157.10009765625,140.1666717529297,619.6699829101562,192.89999389648438,113.70940399169922,236.06927490234375,928.0712890625,275.8500061035156,655.5,1158.6500244140625,143.89999389648438,512.8499755859375,43.81159210205078,485.0,427.0,256.95001220703125,3752.449951171875,87.3750228881836
2017-02-10,50.594078063964844,311.25,1226.0,993.0499877929688,488.8999938964844,2800.800048828125,1055.449951171875,363.0950012207031,46.784847259521484,238.51666259765625,322.2445373535156,1619.675048828125,579.9500122070312,324.5,595.2100219726562,2401.304931640625,780.0792236328125,414.20001220703125,651.7999877929688,3268.60009765625,182.0500030517578,850.9000244140625,256.0,1322.5,484.1499938964844,193.25,778.9000244140625,1001.2999877929688,638.8250122070312,6112.25,141.9583282470703,617.8200073242188,193.64999389648438,112.44377899169922,235.47496032714844,939.90966796875,276.3500061035156,655.0499877929688,1198.9749755859375,143.9499969482422,509.54998779296875,44.60712814331055,499.8999938964844,432.0,250.14999389648438,3761.89990234375,87.9843978881836
2017-02-13,49.96744155883789,309.54998779296875,1216.8499755859375,984.75,490.29998779296875,2806.5,1058.949951171875,363.7250061035156,46.26060485839844,238.18333435058594,322.6951599121094,1635.8499755859375,582.6500244140625,320.8999938964844,593.3900146484375,2485.885009765625,771.7468872070312,413.6499938964844,655.0999755859375,3226.550048828125,185.0,862.2999877929688,256.0454406738281,1339.6500244140625,492.17498779296875,187.75,793.1500244140625,1000.0999755859375,649.3250122070312,6022.0,143.75,620.0150146484375,192.25,114.21565246582031,235.40638732910156,941.5173950195312,271.6499938964844,654.7000122070312,1207.125,141.9499969482422,505.29998779296875,45.02633285522461,499.6499938964844,428.3500061035156,251.85000610351562,3767.699951171875,88.95939636230469
2017-02-14,49.44978713989258,307.0,1246.949951171875,980.7999877929688,486.8999938964844,2778.10009765625,1059.5,359.2900085449219,45.75454330444336,230.68333435058594,332.51885986328125,1612.2249755859375,576.0499877929688,320.20001220703125,588.2899780273438,2531.534912109375,780.0020751953125,416.0,655.5499877929688,3162.949951171875,187.25,848.1500244140625,258.7727355957031,1330.4000244140625,493.8500061035156,181.85000610351562,790.2999877929688,995.066650390625,650.9249877929688,5939.85009765625,142.375,619.3099975585938,195.6999969482422,112.9781494140625,239.96661376953125,926.7072143554688,270.20001220703125,649.2999877929688,1203.125,141.1999969482422,482.04998779296875,45.00727844238281,504.6000061035156,428.3500061035156,250.1999969482422,3705.64990234375,89.38127136230469
2017-02-15,50.26713943481445,299.95001220703125,1231.5999755859375,981.7000122070312,488.20001220703125,2789.60009765625,1040.4000244140625,362.8349914550781,46.198482513427734,224.89999389648438,329.2292785644531,1597.175048828125,574.25,319.95001220703125,582.27001953125,2475.044921875,776.607421875,415.1499938964844,661.0999755859375,3097.85009765625,184.4499969482422,850.0499877929688,255.22726440429688,1316.449951171875,490.8999938964844,183.3000030517578,784.2999877929688,986.6666870117188,650.4249877929688,5862.7001953125,140.875,616.9349975585938,194.9499969482422,113.3156509399414,240.3094940185547,909.6072998046875,268.95001220703125,623.0499877929688,1206.8499755859375,138.75,436.45001220703125,43.835411071777344,495.6499938964844,412.45001220703125,247.8000030517578,3678.14990234375,89.00627136230469
